61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,84,73,73,73,73,73,73,85,61,61,61,61,61,61,61,61
61,61,61,84,73,74,1,0,3,0,0,37,60,61,61,61,61,61,61,61,61
61,61,61,62,2,0,0,0,1,38,0,38,72,73,85,61,61,61,61,61,61
61,61,84,74,126,55,55,55,55,55,56,2,0,14,72,73,85,61,61,61,61
61,61,62,57,58,58,59,54,55,56,68,0,0,2,0,0,72,85,61,61,61
61,61,62,69,70,70,71,66,115,68,68,0,25,0,0,13,0,72,85,61,61
61,61,62,81,82,82,83,78,79,80,68,156,157,158,159,0,0,0,60,61,61
61,61,62,0,138,91,0,90,79,79,80,168,169,170,171,13,37,0,60,61,61
61,84,74,0,0,141,142,143,0,0,0,180,181,182,183,0,0,1,60,61,61
61,62,0,0,0,0,0,57,58,58,58,59,0,41,6,19,2,0,60,61,61
61,62,0,0,0,0,0,69,70,70,70,105,59,0,0,28,0,14,60,61,61
61,96,50,0,0,0,0,69,70,70,70,70,105,59,0,0,14,0,60,61,61
61,61,62,0,38,185,0,81,82,82,94,70,70,105,59,20,0,0,72,85,61
61,61,96,50,38,28,38,95,48,50,69,70,70,70,71,32,0,0,0,60,61
61,61,61,62,38,28,38,95,72,74,69,70,70,70,71,32,57,58,59,60,61
61,61,61,62,0,41,6,19,0,0,81,94,70,70,71,32,69,70,71,60,61
61,61,61,96,49,50,0,41,9,23,1,81,82,82,83,32,81,82,83,60,61
61,61,61,61,61,96,50,0,0,45,10,10,10,10,10,47,0,0,0,60,61
61,61,61,61,61,61,62,0,2,3,2,3,0,0,0,4,0,0,0,60,61
61,61,61,61,61,61,62,0,0,0,1,4,22,26,12,57,58,59,0,60,61
61,61,61,61,84,73,74,0,57,58,58,59,32,3,57,106,70,71,0,60,61
61,61,61,84,74,0,0,57,106,70,70,71,32,57,106,70,70,71,0,60,61
61,61,61,62,0,0,57,106,70,70,70,71,32,69,70,70,93,83,48,97,61
61,61,84,74,0,57,106,70,70,70,93,83,32,69,70,93,83,0,60,61,61
61,84,74,0,57,106,70,70,70,70,71,0,32,81,82,83,0,48,97,61,61
61,62,0,0,69,70,70,70,70,70,71,0,3,0,0,0,0,60,61,61,61
61,62,0,0,69,70,93,94,70,70,105,59,0,0,0,0,48,97,61,61,61
61,62,0,0,81,82,83,81,82,94,70,71,0,0,4,48,97,61,61,61,61
61,96,50,0,0,0,0,0,0,69,70,71,0,0,0,60,61,61,61,61,61
61,61,96,49,50,0,0,0,0,81,82,83,0,0,48,97,61,61,61,61,61
61,61,61,61,96,49,49,49,50,0,0,0,0,48,97,61,61,61,61,61,61
61,61,61,61,61,61,61,61,96,49,49,49,49,97,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
